chunk_text,frame_name
"No, I am unable to yield—I apologise to the right hon. Gentleman.

To conclude, I would like to state that Brexit has never been intended as an anti-European stance. Rather, it is about returning authority to the United Kingdom. I have a deep appreciation for Europe—many of my relatives have spent their entire careers working there, and I myself studied there, enjoying its unique characteristics, linguistic diversity, arts, culture, and people. However, I identify as British and as a citizen of the United Kingdom. I aim to honour that identity and maintain a friendly relationship with Europe. For an extended period, we cohabited closely but did not have a harmonious relationship. We are now choosing to live separately yet remain good neighbours, friends, and partners. I commend my right hon. Friend the Prime Minister for successfully concluding this process—he merits the recognition he will receive.",Moral Value
"Does the hon. Lady agree with me that there were violations of electoral law during the EU referendum, and that the narrow outcome now warrants scrutiny? Considering that the Scottish Conservatives were fined £400 by the Electoral Commission due to a £100,000 undisclosed donation in the period leading up to the 2016 Scottish Parliament election, does she not believe that sanctions for breaches of electoral regulations should be promptly reassessed to confirm they are appropriate and effectively discourage dishonest conduct?",Moral Value
"Does the hon. Lady concur with my apprehension that the electoral regulations were breached during the EU referendum, leading to a narrow outcome that now warrants scrutiny? Considering that the Scottish Conservatives were fined £400 by the Electoral Commission due to a £100,000 undisclosed donation shortly before the 2016 Scottish Parliament election, does she agree that the sanctions for electoral law violations require immediate reassessment to confirm they are appropriate and effectively discourage attempts to circumvent the rules?",Moral Value
"Does the hon. Lady also express concern that electoral regulations were breached during the EU referendum, leading to the legitimacy of the narrow outcome being called into question? Considering that the Conservative Party in Scotland was fined £400 by the Electoral Commission due to a £100,000 undisclosed donation shortly before the 2016 Scottish Parliament election, does she concur that the sanctions for violating electoral law require a prompt reassessment to confirm they are appropriate and effectively discourage any attempts to circumvent the rules?",Moral Value
"This House decided to hold a referendum on 23 June, allowing the British public to cast their vote. The outcome showed that the majority of the United Kingdom’s population opted for the UK to withdraw from the European Union. In discussions with both leave and remain voters, the predominant sentiment expressed is a desire for the Government to proceed with implementing the result of that referendum.",Moral Value
"This House decided to hold a referendum on 23 June, allowing the British public to express their view. In that referendum, the majority of voters in the United Kingdom opted for the UK to exit the European Union. When I engage with individuals who supported both leaving and remaining, the common sentiment expressed is a desire for the Government to proceed with implementing the outcome of the vote.",Moral Value
"This House decided to hold a referendum on 23 June to allow the British public to express their opinion, and the people of the United Kingdom participated in that referendum. The majority voted in favour of the UK leaving the European Union. In discussions with individuals who supported both leaving and remaining, the predominant sentiment is that they expect the Government to proceed with implementing the outcome of that vote.",Moral Value
"I have examined the Bill thoroughly. As Members will be aware, the Good Friday Agreement, also known as the Belfast Agreement, was an international accord between the Irish Government and the British Government. Being an international agreement, it required incorporation into our domestic legislation, which was achieved through the Northern Ireland Act 1998. The Good Friday Agreement is of crucial importance, having provided peace and stability in Northern Ireland for the past two decades. Regrettably, the initial reference to the Northern Ireland Act 1998, which enshrined the Good Friday Agreement in domestic law, appears in clause 7. This reference is not at the start of clause 7 but rather in subsection (6), and even then, it is found in paragraph (f) at the end of that subsection.",Moral Value
"I have examined the Bill thoroughly. As Members are aware, the Good Friday Agreement, also known as the Belfast Agreement, was an international accord between the Irish Government and the British Government. Being an international agreement, it required incorporation into domestic legislation, which was achieved through the Northern Ireland Act 1998. The Good Friday Agreement is of fundamental importance, having provided peace and stability in Northern Ireland for the last two decades. It is a fact that cannot be disputed. Regrettably, the first reference to the Northern Ireland Act 1998, which incorporated the Good Friday Agreement into domestic law, appears only in clause 7. Moreover, it is not situated at the start of clause 7 but rather in subsection (6), and even then, not at the beginning of subsection (6) but in paragraph (f) towards the end.",Moral Value
"I have examined the Bill thoroughly. As Members will be aware, the Good Friday Agreement, also known as the Belfast Agreement, was an international accord between the governments of Ireland and the United Kingdom. Being an international agreement, it required incorporation into domestic legislation, which was achieved through the Northern Ireland Act 1998. The Good Friday Agreement is of critical importance, having provided peace and stability in Northern Ireland for the last two decades, a fact that cannot be disputed. Regrettably, the initial reference to the Northern Ireland Act 1998, which enshrined the Good Friday Agreement in domestic law, appears only in clause 7. Moreover, it is not situated at the start of clause 7 but rather in subsection (6), and even then, it is found at the end, specifically in paragraph (f).",Moral Value
"I direct Members to my entry in the Register of Members’ Financial Interests. My right hon. Friend the Secretary of State is correct in stating that trade generates prosperity and employment; however, global Britain encompasses far more than just trade. It represents our collective principles—our commitment to human dignity, human rights, equality, the rule of law, freedom, and democracy. It involves collaborating with others who uphold these principles to create and sustain an international system based on rules that safeguard these values.

Regrettably, events observed last week in the United States demonstrate how vulnerable democracy can be when challenged by populism and nationalism, amplified through social media platforms. At this juncture for the United Kingdom—following Brexit, amid ongoing management of covid, and with societal and economic consequences still to be addressed—it is crucial that we reject any drift toward nationalism and isolationism and acknowledge the significance of global Britain. Indeed, this is more vital now than ever before.",Moral Value
"I direct Members to my entry in the Register of Members’ Financial Interests. My right hon. Friend the Secretary of State is correct in stating that trade generates prosperity and employment; however, the concept of global Britain encompasses far more than just trade. It involves our collective principles—our commitment to human dignity, human rights, equality, the rule of law, freedom, and democracy. It concerns our collaboration with others who uphold these principles to create and sustain a rules-based international framework that safeguards these values.

Regrettably, the events observed last week in the United States demonstrate how vulnerable democracy can be when challenged by populism and nationalism, amplified by social media communications. At this juncture for the United Kingdom—having left the European Union, managing the effects of the covid pandemic, and still addressing its social and economic consequences—it is essential that we reject any movement toward nationalism and isolationism and acknowledge the significance of global Britain. In fact, its importance is greater now than ever before.",Moral Value
"I direct Members to my entry in the Register of Members’ Financial Interests. My right hon. Friend the Secretary of State is correct in stating that trade generates prosperity and employment; however, global Britain encompasses far more than trade alone. It represents our collective principles—our commitment to human dignity, human rights, equality, the rule of law, freedom, and democracy. It involves collaborating with others who uphold these principles to create and sustain a rules-based international framework that safeguards them.

Regrettably, the events observed last week in the United States illustrate how vulnerable democracy can be when challenged by populism and nationalism, amplified through social media channels. At this juncture for the United Kingdom, following Brexit, managing the covid pandemic, and addressing its subsequent social and economic consequences, it is crucial that we oppose any movement toward nationalism and isolationism and acknowledge the significance of global Britain. In fact, its importance now surpasses that of any previous time.",Moral Value
"I will begin by being candid about my position. I strongly oppose this Conservative Brexit and am deeply concerned about its impact on our nation.

As is well known, this represents the most severe form of Brexit, with reductions and outcomes beyond current anticipation—and for what purpose? If this were being undertaken to achieve a noble goal, such as tackling global poverty or addressing significant injustices worldwide, it might be somewhat understandable. However, the reality is that this course is driven by the UK’s stance on immigration. This is the central, underlying motivation behind our exit from the EU and takes priority over all other factors. All other issues are secondary consequences. We live in a highly connected, globalised environment where the movement of people is unprecedented, whether they are fleeing persecution or sharing knowledge and skills. Yet, we are expected to accept the notion that a Brexit-altered UK can resist this global flow, akin to a modern-day Canute. I found it quite amusing to hear the rhetoric about a “global UK.” In truth, the Conservatives are not aiming for a global UK—they are seeking a UK that resembles a closed, isolated fortress.",Moral Value
"I will begin by being straightforward about my position. I strongly oppose this Conservative Brexit and am deeply concerned about its impact on our country.

As we understand, this represents the most stringent form of Brexit, with reductions and effects that are currently unforeseeable—and for what reason? If this were undertaken for a significant ideal or major cause, such as tackling global poverty or addressing substantial injustices worldwide, it might be somewhat justifiable. However, the reality is that the UK is pursuing this course primarily due to concerns about immigration. This core issue drives all aspects of our exit from the EU and takes priority above all else, with other factors being secondary. We must acknowledge that we inhabit a connected, globalised environment where the movement of people is extensive—often due to escaping persecution or exchanging skills and ideas. Yet, we are expected to accept the notion that a Brexit-oriented UK can resist this widespread movement, reminiscent of a modern-day Canute. I found it quite amusing when I heard the rhetoric about a global UK. In truth, the Conservatives are not aiming to establish a global UK; rather, they seek to create a UK that is more isolated.",Moral Value
"I will begin by being candid about my position. I strongly oppose this Conservative Brexit and am deeply concerned about the impact it will have on our country.

As is widely understood, this Brexit represents the most severe form of departure, with reductions and outcomes yet to be fully anticipated—and for what reason? If this course were motivated by a noble objective, such as tackling global poverty or addressing significant injustices worldwide, it might be somewhat more justifiable. However, the primary driver is the UK’s stance on immigration. This fundamental issue lies at the core of the current Brexit approach and influences all aspects of our exit from the EU. It takes priority over other matters, with all other effects considered secondary. The reality is that we exist in a highly connected, globalised environment where the movement of people is unprecedented, whether escaping persecution or sharing knowledge and expertise. Nonetheless, we are expected to accept the notion that a post-Brexit UK can resist these widespread movements, akin to an attempt to defy a natural force. I found it rather amusing when I heard claims about a “global UK.” In truth, the Conservative aim appears to be far from fostering a global presence; instead, they seem intent on creating a UK that is more insular and closed off.",Moral Value
"A constituent of mine, Christopher, who supported leaving the European Union, expressed to me that:

“My vote was not cast to undermine the rule of law or to relinquish Parliament’s role as a safeguard against authoritarianism.”

Does the Secretary of State acknowledge that individuals from both perspectives of the Brexit discussion find the Government’s current handling deeply troubling? Will he now proceed to respect the decision reached last week?",Moral Value
"A constituent of mine, Christopher, who supported leaving the European Union, expressed to me that:

“He did not cast his vote to undermine the rule of law or to diminish Parliament’s role as a safeguard against authoritarianism.”

Does the Secretary of State acknowledge that individuals from both sides of the Brexit discussion are dismayed by the Government’s handling of the situation to date? Will he now proceed to respect the decision rendered last week?",Moral Value
"A constituent of mine, Christopher, who supported leaving the European Union, expressed to me:

“I did not cast my vote to undermine the rule of law or to relinquish Parliament’s role as a safeguard against authoritarianism.”

Does the Secretary of State acknowledge that individuals from both sides of the Brexit discussion are deeply concerned by the Government’s conduct to date? Will he now proceed to respect the decision that was reached last week?",Moral Value
"In the aftermath of the 2016 referendum, and considering the positions of the two principal parties in 2017, it is incumbent upon us all to act. The sensible, accountable, and pragmatic course is to secure a majority in this House to approve the withdrawal agreement and subsequently proceed with the most effective customs arrangements. This approach would meet the expectations of the majority, including, I believe, most individuals in Northern Ireland.",Moral Value
"In the aftermath of the 2016 referendum, and considering the policies set out by the two main parties in 2017, it is our shared duty to achieve a resolution. The sensible, accountable, and pragmatic approach is to secure a majority in this House in support of the withdrawal agreement and subsequently proceed with the most effective customs arrangements available. This course of action would meet the expectations of the majority of individuals, including, I believe, the greater part of the population in Northern Ireland.",Moral Value
"In the aftermath of the 2016 referendum, and considering the positions of the two principal parties in 2017, it is incumbent upon us all to act. The sensible, accountable, and pragmatic approach is to secure a majority in this House for the withdrawal agreement and subsequently proceed with the most advantageous customs arrangements. This course of action would address the concerns of the majority, including, I think, most individuals in Northern Ireland.",Moral Value
"This House holds responsibility for ensuring elections are conducted freely and fairly. Evidence now indicates that the outcome of this referendum was compromised through corrupt means, potentially involving Russian funding. Which Minister will request that the Director of Public Prosecutions evaluate the possibility of a joint enterprise prosecution, so that not only the campaign staff but also those directing these efforts are held accountable?",Moral Value
"This House is responsible for upholding free and fair elections. Evidence has emerged indicating that this referendum result was compromised, potentially through funding linked to Russia. Which Minister will request that the Director of Public Prosecutions examine the possibility of a joint enterprise prosecution, ensuring that not only the campaign staff but also those directing the campaigns are held accountable?",Moral Value
"This House holds the responsibility for ensuring free and fair elections. It has become evident that the outcome of this referendum was compromised, potentially through funding originating from Russia. Which Minister will request that the Director of Public Prosecutions examine the possibility of a joint enterprise prosecution, so that not only the campaign staff but also the key decision-makers are held accountable?",Moral Value
"We acknowledge that immigration plays a crucial role in the social, cultural, and economic fabric of this nation. The proposed system intends to provide equal opportunities worldwide, ensuring that all individuals have an equal chance to reside and work here. This Bill represents the initial move towards concluding free movement, creating a fair and equal immigration framework, and supporting the scientific and commercial strengths of our country. Most importantly, it will assist in shaping a stronger future for the nation and its citizens as we recover from the effects of covid-19. I therefore present the Bill to the House for approval.",Moral Value
"We acknowledge that immigration plays an essential role in the social, cultural, and economic fabric of this nation. The proposed system seeks to establish equal opportunities worldwide, ensuring that all individuals have an equal chance to reside and work here. This Bill represents the initial move towards concluding free movement, creating a just and balanced immigration framework, and maintaining the country’s standards in science and commerce. Most importantly, it will assist in shaping a stronger future for the nation and its citizens as we recover from the effects of covid-19. I thus put forward the Bill for the consideration of the House.",Moral Value
"We acknowledge that immigration plays an essential role in the social, cultural, and economic fabric of our nation. The proposed system seeks to establish equal opportunities on a global scale, ensuring that all individuals have an equal chance to reside and work here. This Bill represents the initial move towards concluding free movement, creating a just and equitable immigration framework, and supporting the scientific and commercial strengths of our country. Most importantly, it aims to assist in constructing a stronger future for the nation and its citizens as we recover from the effects of covid-19. For these reasons, I present the Bill to the House for approval.",Moral Value
"I will not speak further due to limited time.

The referendum conducted on 23 June represented one of the largest democratic events in the history of the United Kingdom. Voter turnout reached 72%, with participation exceeding 33 million individuals. The number of votes in favor of leaving surpassed those for remaining by over 1 million. This turnout was higher than that recorded in any general election since 1992. No individual political party or Prime Minister has secured as many votes as were cast to leave in June. This was a once-in-a-generation decision, and it must be acknowledged accordingly. As my right hon. and learned Friend, the Member for Beaconsfield (Mr Grieve), noted, it is now the responsibility of all Members of this House to uphold, rather than obstruct, the expressed will of the people of the United Kingdom. I am glad to note that the majority of hon. Members participating today have concurred with this view.",Moral Value
"I will refrain due to limited time.

The referendum conducted on 23 June represented one of the largest democratic events in the history of the United Kingdom. Voter turnout reached 72%, with participation exceeding 33 million individuals. The number of votes cast in favor of leaving surpassed those in favor of remaining by over one million. This turnout exceeded that of any general election since 1992. No individual political party or Prime Minister has previously secured as many votes as the leave option did in June. This was a unique vote occurring once in a generation, and the outcome must be acknowledged. As the right hon. and learned Member for Beaconsfield (Mr Grieve) stated, it is the responsibility of all Members of this House to honour, rather than attempt to obstruct, the expressed will of the people of the United Kingdom. I note with satisfaction that the majority of hon. Members present today have concurred with this view.",Moral Value
"I will not speak further due to limited time.

The referendum conducted on 23 June represented one of the largest democratic events in the history of the United Kingdom. Voter turnout reached 72%, with more than 33 million individuals casting ballots. The number of votes in favor of leaving exceeded those for remaining by over one million. This turnout surpassed that of any general election since 1992. No political party or Prime Minister has ever secured more votes than the leave vote achieved in June. This was a rare, once-in-a-generation decision, and it must be acknowledged accordingly. As my right hon. and learned Friend, the Member for Beaconsfield (Mr Grieve), stated, all Members of this House have a responsibility to honour, rather than obstruct, the expressed will of the UK electorate. It is encouraging to note that the majority of Members participating today have concurred with this principle.",Moral Value
"In this discussion, we should acknowledge that Parliament has the opportunity to reaffirm certain principles that perhaps were not emphasized sufficiently during the referendum campaign. To begin with immigration: it has had a positive impact on this country and has been beneficial. This point needs to be expressed clearly and repeatedly, as it is a view shared by every Member of this House. The question arises as to why this message is not communicated more forcefully, and why there is not a stronger stance taken against those with prejudiced or discriminatory views. This comment applies not only to immigration but to migration more broadly. While migration has presented some challenges, overall, it has been advantageous to the country. This is not to dismiss the existence of issues that must be addressed, but when concessions are made on these matters, it creates space for populist and anti-establishment sentiments to gain ground. This was a shortcoming during the referendum campaign.",Moral Value
"In this discussion, let us also recognise that Parliament can begin to reaffirm certain principles that perhaps should have been emphasized more strongly during the referendum campaign. To begin with, immigration: I believe immigration has been beneficial to this country. This point should be expressed clearly and repeatedly, as it is something with which virtually all Members—apologies, I mean every Member—of this House would concur. Why do we not make this message more prominent? Why do we not more firmly challenge those who hold bigoted or racist views? I speak here about migration in general, not solely immigration. While there have been challenges associated with migration, overall it has been advantageous for the country. This is not to dismiss the existence of issues, which must of course be addressed, but whenever we concede ground on these matters, it creates room for populist and anti-establishment narratives to emerge. The referendum campaign did not adequately address this.",Moral Value
"In this discussion, let us acknowledge that Parliament has the opportunity to reaffirm certain principles that perhaps were not emphasized strongly enough during the referendum campaign. To begin with, on the subject of immigration, it is important to state that immigration has been beneficial to this country. This point should be expressed clearly and repeatedly, as it is a view that, I believe, every Member of this House would support. Why do we not express this more forcefully? Why do we not confront those with prejudiced or racist views more robustly? I refer here not only to immigration but migration as a whole. While there have been challenges associated with migration, overall it has been advantageous for the country. This is not to deny that issues exist, which must be addressed appropriately. However, when we fail to do so, it creates space for populist and anti-establishment sentiments to gain traction. This was a shortcoming during the referendum campaign.",Moral Value
"I wish to address the argument presented by Government Members that implementing the change via this amendment would be unsuitable. I am unclear as to why young people cannot be permitted to vote in this referendum, with the matter then examined in detail prior to any permanent alteration being made.",Moral Value
"I wish to address the argument presented by Government Members that implementing this amendment would be unsuitable. I am unclear as to why young people cannot be permitted to vote in this referendum, with the matter subsequently examined in detail before any lasting decision is made.",Moral Value
"I wish to address the argument raised by Members of the Government that implementing this amendment would be unsuitable. I fail to see the reason why young people should not be permitted to vote in this referendum, with the matter then being examined in detail before any lasting decision is made.",Moral Value
"In my view, global Britain encompasses more than just trade agreements, regulatory frameworks, and border arrangements, important though these elements are. It is not solely about Britain demonstrating its hard power internationally or striving to be the largest, first, or most prominent. Global Britain reflects the everyday experiences of residents in Vauxhall, defined by the social and cultural connections that unite us—centuries of collaboration and the exchange of principles. Throughout this challenging pandemic, I have witnessed the authentic spirit of global Britain. It has been evident in the diverse communities of Vauxhall coming together to support one another and maintain our public services.

I am concerned that the Government’s pursuit of a hard Brexit and an isolationist approach for a newly independent Britain on the world stage is not a direction I endorse. I call on the Government to carefully consider the bonds that unite us—our common values, histories, and shared experiences—as we determine our identity in the months and years ahead.",Moral Value
"In my view, global Britain encompasses more than just trade agreements, regulatory frameworks, and border arrangements, despite their significance. It goes beyond projecting military strength internationally or striving to be the largest, first, or most prominent. Global Britain is reflected in the everyday experiences of residents in Vauxhall, defined by the social and cultural connections that unite us—rooted in generations of collaboration and the exchange of principles. During this challenging pandemic, I have witnessed the essence of global Britain clearly demonstrated. It has been evident in our diverse Vauxhall communities uniting to support one another and sustain our public services.

I am concerned that the Government’s pursuit of a hard Brexit strategy and an isolationist approach to Britain’s role on the world stage are not paths I endorse. I call on the Government to carefully reflect on the bonds that hold us together—our common values, histories, beliefs, and experiences—as we determine our identity in the months and years ahead.",Moral Value
"In my view, global Britain encompasses more than just trade agreements, regulatory frameworks, and border matters, though these are undeniably significant. It is not solely about Britain demonstrating military strength overseas or striving to be the largest, the earliest, or the most exceptional. Global Britain reflects the everyday experiences of residents in Vauxhall, defined by the social and cultural connections that unite us—years of collaboration and the sharing of principles. During this challenging pandemic, I have witnessed the genuine essence of global Britain emerge. It has been evident in the way our diverse Vauxhall communities have united to support their neighbours and maintain the operation of our public services.

I am concerned that the Government’s pursuit of a hard Brexit and an isolationist approach to Britain’s role on the international stage is not a direction I endorse. I encourage the Government to carefully consider the bonds that unite us—our common values, histories, and lived experiences—as we determine the identity we wish to embrace in the months and years ahead.",Moral Value
"Does the hon. Gentleman concur that, had the Government possessed the political determination, they would have been able to halt live animal exports by this point? The EU treaties already include provisions relating to public morals, so this action could have been taken if there had been sufficient political resolve. Furthermore, if the Government genuinely wishes to convince us of their commitment to animal welfare, as they assert, why would they oppose the new clause? Its purpose is merely to prevent any regulatory gap between our departure from the EU and the implementation of the new Bill, assuming it proceeds.",Moral Value
"Does the hon. Gentleman concur that, had the Government possessed the necessary political determination, they would have been able to cease live animal exports by this point? The EU treaties already include provisions concerning public morals, so the Government could have acted if they had chosen to do so. Furthermore, if the Government genuinely wishes to convince us of their commitment to animal welfare, as they assert, why would they oppose the proposed new clause? This clause would merely guarantee that there is no regulatory void between our departure from the EU and the introduction of any forthcoming legislation, should it be enacted.",Moral Value
"Does the hon. Gentleman concur that, had the Government possessed the necessary political determination, they would have been able to cease live animal exports by this point? Provisions related to public morals are already included in the EU treaties, so it would have been possible if the political will had been present. Furthermore, if the Government genuinely wishes to convince us of their commitment to animal welfare, as they assert, what reason would there be for them to oppose the new clause? This clause would merely guarantee that there is no regulatory gap between our departure from the EU and the implementation of any forthcoming Bill, should it be enacted.",Moral Value
"Certainly, and this relates to the point I raised concerning the democratic deficit. The Government are attempting, through the legislation, to rectify the shortcomings identified in the protocol. While some Members may remind us that the Government originally agreed to the protocol, I acknowledge the Government’s recognition that the protocol is not functioning effectively, that it has a detrimental impact on Northern Ireland, and that amendments are necessary. This is a significant matter.

We hold the view that the democratic deficit must be addressed. To date, the European Union has been unwilling to put forward proposals that would adequately address the United Kingdom’s concerns in this area. It remains uncertain whether their position will change, but until then, we support the Government’s approach: we seek a system that is equitable and sensible.",Moral Value
"Certainly, this relates to the point I previously made about the democratic shortfall. The Government, through this Bill, are attempting to rectify the deficiencies identified within the protocol. While some Members may highlight that the Government originally agreed to the protocol, I acknowledge that the Government now recognise its ineffectiveness, its negative impact on Northern Ireland, and the necessity for amendments. This is a significant matter.

We maintain that the democratic shortfall must be resolved. To date, the European Union has not demonstrated a willingness to propose measures that address the United Kingdom’s concerns on this issue. It remains uncertain whether their position will change, but in the meantime, we support the Government’s approach: the objective is to establish a system that is equitable and sensible.",Moral Value
"Certainly, this highlights the matter I mentioned concerning the democratic shortfall. The Government is attempting, through this Bill, to remedy the deficiencies identified in the protocol. While some members of the House may note that the Government originally agreed to the protocol, I acknowledge the Government’s recognition that the protocol is not functioning effectively, is detrimental to Northern Ireland, and requires modification. This is a significant point.

We hold the view that the democratic shortfall must be resolved. To date, the European Union has been reluctant to put forward proposals that would address the United Kingdom’s concerns in this area. It remains uncertain whether their position will change, but in the meantime, we support the Government’s approach in seeking a fair and reasonable arrangement.",Moral Value
"As we remain a member of the European Union, it is appropriate to advance the Bill promptly. Since our departure from the EU is not on unfriendly terms, it is fitting to allocate time to deliberate on such matters as responsible EU members. Two of the four processes addressed in the Bill concern granting Serbia and Albania observer status within the European Union Agency for Fundamental Rights. This agency succeeded the European Monitoring Centre on Racism and Xenophobia, gathering data on fundamental rights and aiming to involve the public and civil society in addressing these issues. This work closely resembles that of the Council of Europe. I have just returned from Strasbourg, where the Parliamentary Assembly of the Council of Europe is currently holding its plenary session. Although this institution requires significant restructuring and improvements, earlier remarks about potential post-Brexit engagement with such bodies prompt me to suggest that there may be an opportunity, should we choose, to explore ways to strengthen the Council of Europe and consolidate efforts instead of duplicating them.",Moral Value
"As we remain a member of the European Union, it is appropriate to advance the Bill promptly. Our intention is not to exit the EU on unfriendly terms, so it is suitable to allocate time to examine these matters responsibly as committed members. Among the four procedures outlined in the Bill, two pertain to granting Serbia and Albania observer status within the European Union Agency for Fundamental Rights. This agency, which succeeded the European Monitoring Centre on Racism and Xenophobia, gathers information on fundamental rights and aims to involve the public and civil society in addressing related challenges. This role closely resembles that of the Council of Europe. I have just returned from Strasbourg, where the Parliamentary Assembly of the Council of Europe is currently holding its plenary session. Although that institution requires significant reform and improvement, there was earlier discussion about possible post-Brexit engagement with such bodies. It occurs to me that, if we choose, there could be an opportunity to consider how we might strengthen an organisation like the Council of Europe and consolidate efforts, rather than replicating them.",Moral Value
"As we remain a member of the European Union, it is appropriate to advance the Bill without delay. Our discussions are not about departing from the EU on unfavourable terms, so it is appropriate to allocate time to examine these matters as cooperative EU members. Among the four procedures addressed in the Bill, two involve granting Serbia and Albania observer status within the European Union Agency for Fundamental Rights. This agency succeeded the European Monitoring Centre on Racism and Xenophobia. Its role includes gathering data related to fundamental rights and engaging both the public and civil society in addressing these issues. This appears to align closely with the functions of the Council of Europe. I have just returned from Strasbourg, where the Parliamentary Assembly of the Council of Europe is currently holding its plenary session. That institution requires significant restructuring and improvement. Earlier references were made to potential post-Brexit engagement with similar agencies, and it occurs to me that there may be an opportunity, should we choose, to consider ways to strengthen an organisation like the Council of Europe and conclude matters efficiently, rather than creating overlapping efforts.",Moral Value
"This issue extends beyond trade alone. The United Kingdom ought to be a nation that honours its commitments. International observers are assessing whether we are a reliable partner for business. In pursuing new agreements overseas, does the Government wish to cause other nations to doubt our reliability in fulfilling agreements? Such doubts have broad and harmful consequences, weakening our capacity to ensure others meet their obligations, at a time when unity, such as backing Ukraine, is essential rather than creating discord with our European partners.",Moral Value
"This issue extends beyond trade alone. The United Kingdom ought to be a nation that honours its commitments. Observers worldwide are considering whether we are a reliable partner for business. In pursuing new international agreements, does the Government intend to create doubt among other countries about our reliability in fulfilling agreements? Such doubts have significant and far-reaching consequences, weakening our capacity to require others to meet their obligations, at a time when unity—such as in backing Ukraine—is essential, rather than causing discord with our European partners.",Moral Value
"This issue extends beyond trade considerations. The United Kingdom ought to be a nation that honours its commitments. International observers are assessing whether we are a reliable partner for business. In pursuing new agreements overseas, does the Government intend to cause other nations to doubt our reliability in fulfilling agreements? The consequences are extensive and harmful, weakening our position to expect others to meet their obligations, particularly at a time when we should be united in backing Ukraine, rather than creating discord with our European partners.",Moral Value
"The Government remains dedicated to supporting free and fair trade, as well as the international regulations that support them. We will work to uphold and advance these regulations in alignment with the interests of British industry. I present this statement for the House’s consideration.",Moral Value
"The Government remains dedicated to ensuring trade is conducted freely and fairly, upholding the international regulations that support these principles. We will work to advance and safeguard these rules while also considering the interests of British industry. I put this statement before the House.",Moral Value
"The Government remains dedicated to supporting free and fair trade, as well as the international regulations that support them. We will work to advance and safeguard these regulations while also considering the interests of British businesses. I present this statement to the House for its consideration.",Moral Value
"If I may, I will proceed as I am mindful of the time.

I am inclined to support maintaining the voting age at 18 for the EU referendum, as altering the rules could create a perception in the country that the process is being manipulated to achieve a particular result. I welcome the EU referendum as an opportunity to address the long-standing issue of Europe and bring it to a conclusion. Changing the rules prior to the referendum could lead some parties, dissatisfied with the outcome, to claim that the process was biased. Therefore, it is preferable to keep the current arrangements unchanged.",Moral Value
"If I may, I will continue as I am mindful of the time constraints.

I am inclined to support maintaining the voting age at 18 for the EU referendum, as altering the rules could create a perception within the country that the process is being manipulated to achieve a particular result. I welcome the EU referendum as an opportunity to address the longstanding issue surrounding Europe and bring it to a conclusion. Changing the rules prior to the vote may lead some disappointed parties to claim that the outcome was predetermined. For these reasons, it is preferable to keep the current arrangements unchanged.",Moral Value
"If I may, I will continue in order to respect the time available.

I am inclined to support maintaining the voting age at 18 for the EU referendum, as altering the rules could create a perception within the country that the process is being manipulated to achieve a particular result. I welcome the EU referendum as it provides an opportunity to address and resolve the long-standing issue regarding Europe. Changing the rules prior to the vote might lead some parties dissatisfied with the outcome to claim that the process was predetermined. Therefore, it is preferable to keep the current arrangements unchanged.",Moral Value
"It is commonly observed that individuals tend to perceive their own speeches as concise and to the point, while viewing others’ contributions as lengthy and meandering. Should I exceed five minutes, Mrs Laing, please feel free to ask me to conclude.

There has been considerable attention surrounding this Bill. We have engaged in nearly 70 hours of discussion, which is certainly appreciated, yet much of the attention has been somewhat exaggerated. The Bill essentially incorporates into domestic law provisions that were previously governed by EU legislation. It does not alter the manner in which we exit the EU. Consequently, I acknowledge the emergence of a cooperative approach today. I note that we are prepared to support, if a vote is held, amendment 400 along with the original amendment 381, which specifies the date within the Bill. Perhaps it would have been prudent to include the date from the outset, given that Brexit signifies the United Kingdom’s departure from the EU, scheduled for 29 March 2019. Despite the extensive debates, this point remains central, as we are implementing the directive provided by the electorate.",Moral Value
"It is commonly accepted that one tends to view their own speeches as brief and to the point, whereas those delivered by others may appear lengthy and meandering. Should I exceed five minutes in my remarks, Mrs Laing, please feel free to request that I conclude.

To be candid, there has been considerable attention surrounding this Bill. We have engaged in nearly 70 hours of discussion, which is certainly valuable, yet it has also generated significant excitement. The Bill essentially incorporates into domestic law provisions that were previously governed by EU legislation. It does not alter the manner in which we are leaving the EU. Consequently, I personally welcome the emerging spirit of compromise observed today. I note with approval that, if a vote occurs, there will be support for amendment 400 as well as for the original amendment 381, which specifies the date within the Bill. Perhaps including the date in the Bill from the outset would have been preferable, as Brexit signifies leaving the EU, and specifically doing so on 29 March 2019. Despite the extensive hours of debate, this is the key point, as we are implementing the directive provided by the British electorate.",Moral Value
